100	149	647	690
200	299	1456	1588
300	449	2363	2560
400	599	3314	3572
500	749	4293	4604
600	899	5298	5704
700	1049	6358	6838
800	1199	7446	7954
900	1349	8496	9076
1000	1499	9590	10208
100	149	620	566
200	299	1458	1306
300	449	2361	2144
400	599	3325	3022
500	749	4279	3926
600	899	5324	4872
700	1049	6375	5848
800	1199	7416	6842
900	1349	8528	7864
1000	1499	9546	8816
